toepassingID,toepassing,productID
6d9b5f33-9a89-46f1-b2fa-87253fe88a33,Dagstructuur,87d88637-5951-4b28-a5e2-490e0f33d020
ca5feb80-40ed-4ca2-bd60-4de0cd1b4491,Rust,87d88637-5951-4b28-a5e2-490e0f33d020
0c6ec1f7-5fda-4b4d-a1ee-32b837a13f76,Slapen,4f6b0b80-9691-44ef-8ce0-5bdad1f519f9
ed4bcd34-82b3-434c-856e-ea62819da806,Eenzaamheid,87d88637-5951-4b28-a5e2-490e0f33d020
971eaabe-2b74-483e-a858-fc04e8b8fb78,Dwalen,35537f9e-eb92-4392-bd47-55ff9ea13d57
f678d7eb-0d32-4e90-a45e-2e2fb5712e1b,Valpreventie,cd04c096-db72-4a61-a54b-fd192420bb4c
57089eee-2ff1-4a0c-8d85-f801fc3802e4,Medicijnherinnering,8c272e50-8d5b-4354-897d-290af587cc1d
4b86300d-2f6c-4037-8e86-94be5dea34dc,Medicijnherinnering,3a3d8fd4-76c9-4455-9be0-06885aceab02
23506890-7b2c-406f-afff-c29d497b4535,Mobiliteit,75f9d72e-5702-410c-9299-ec6cc5868f5b
c2fb9c16-6069-4d56-afd6-f14ca57c01bd,Veiligheid,35fdf7f3-0296-4cce-b491-8080b2d16c19
c0d121fa-351d-4008-baca-e098437150f0,Entertainment,87d88637-5951-4b28-a5e2-490e0f33d020
5fe766bc-a426-4574-9d19-3b91f3437fb8,Therapieondersteuning,87d88637-5951-4b28-a5e2-490e0f33d020
2d40eadb-a6c0-4e12-a92a-44bdd5b5e06b,Sociale interactie,c91962af-c659-41d9-ba99-5f1825031520
d62220ae-3762-49bb-b3bc-fbf73add24c9,Sociale interactie,87d88637-5951-4b28-a5e2-490e0f33d020
adc19845-e8c1-47f9-a67f-08e2b4439c33,Slaapverbetering,7bf40470-39e5-4e60-81e2-0b0c90d3fcef
b6e1283c-fc4f-4776-9b26-defe911abe50,Slaapverbetering,4f1bf05c-9ed7-4200-b7b2-5cc58b5cc78e
788b520f-3f74-4d73-8866-97b857549322,Slaapverbetering,d9d1e35b-87e6-45e4-af56-35e6cd1697bc
7a7476b8-ad6e-48a6-972a-e47381b9d689,Therapieondersteuning,c91962af-c659-41d9-ba99-5f1825031520
966890dc-1827-48bd-a865-5606688e64c1,Valpreventie,1acac4cc-2ce4-4262-ae08-cab3b6628ce5
ff597bf3-ee47-467b-bec7-eeb1f3871bb9,Sport,e584cc84-56f9-4b82-b08c-b225981b77cf
a2b93ca8-3093-474c-b6d9-37b664016ac6,Hartslagmonitoring,54b8fa1a-752d-4e50-a816-5a525d40c00f
361c30b2-248b-4128-b310-a441de1bd436,Hartslagmonitoring,4a774e6c-c3c8-4988-acfa-81cd2764b30e
c250330e-d311-47fa-8c07-86f48639d928,Valpreventie,8cb72e20-8f7a-4260-a727-f18ee1649f70
1ad26a73-95fc-400e-a4f6-d466b552c815,Therapieondersteuning,8742e997-1d84-4ea4-ad35-c154c59d7493
f95bfe3b-655d-49d3-b513-6f5f9dbcf863,Mobiliteit,3d336291-e9b9-4a82-9954-360ad8b19e69
