zorgprofessionalID,clientID
"dd0f0c52-0cc3-45a4-9dbb-7e78731ad3c3","2e7cdd22-6d64-4e43-a8c6-9c6d3f3a7b3e"
"9b7142a1-583f-4b6f-8c79-3421a6c4a5e5","2e7cdd22-6d64-4e43-a8c6-9c6d3f3a7b3e"
"6e7b67e9-d89b-46a9-867e-9b77077e4e48","2e7cdd22-6d64-4e43-a8c6-9c6d3f3a7b3e"
"36b853c0-7755-4044-9039-450ef079ba49","2e7cdd22-6d64-4e43-a8c6-9c6d3f3a7b3e"
"dd0f0c52-0cc3-45a4-9dbb-7e78731ad3c3","3080a6c1-b679-4e2c-92b9-46e0fb527ff1"
"9b7142a1-583f-4b6f-8c79-3421a6c4a5e5","3080a6c1-b679-4e2c-92b9-46e0fb527ff1"
"6e7b67e9-d89b-46a9-867e-9b77077e4e48","3080a6c1-b679-4e2c-92b9-46e0fb527ff1"
"b1f9535f-8d88-45a0-9d6f-af08e8197d0d","3c11fb8f-3a1e-4dce-9a70-0e24636a7e8d"
"fa06b8d2-828d-47c2-a049-0b943dbbcfa9","3c11fb8f-3a1e-4dce-9a70-0e24636a7e8d"
"277c8813-9e7b-4c0f-b0be-d48686c1af84","3c11fb8f-3a1e-4dce-9a70-0e24636a7e8d"
"3dd2152f-1760-4505-ba85-0a6cfd9f82a7","3c11fb8f-3a1e-4dce-9a70-0e24636a7e8d"
"b1f9535f-8d88-45a0-9d6f-af08e8197d0d","89989cbe-88b3-4179-8a7a-14b907c6d6b0"
"fa06b8d2-828d-47c2-a049-0b943dbbcfa9","89989cbe-88b3-4179-8a7a-14b907c6d6b0"
"277c8813-9e7b-4c0f-b0be-d48686c1af84","89989cbe-88b3-4179-8a7a-14b907c6d6b0"
"5b4c8d0e-f07f-4d8f-8a15-19b3b5968e66","5af7db71-bf94-43fe-8e1f-28996b3eaf75"
"29e9d63d-04ed-4d7f-953b-1b5db86bc6c1","5af7db71-bf94-43fe-8e1f-28996b3eaf75"
